age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,Total_Monthly_AvgSpend,Total_Saving
19,122437,5.1,1,4.1,3,5,44,14,29335,102244,8,5,3,7,9,5,6,6,6,6,1,Female,Tier 3,Store,131579,195346
47,141794,6.7,6,1.5,9,1,49,12,116878,93581,10,7,4,7,2,10,7,9,3,7,1,Other,Tier 2,Store,210459,118497
30,87123,7.7,3,3.2,7,2,49,2,136304,79576,5,8,5,4,3,2,2,8,7,5,3,Female,Tier 3,Store,215880,30395
58,37880,8.4,11,3.2,9,2,2,17,860,20285,2,0,7,10,1,2,8,2,1,4,8,Other,Tier 1,Store,21145,57305
33,216699,5.4,10,0.3,7,10,37,0,123719,66885,5,8,2,5,7,9,5,6,5,8,6,Male,Tier 3,Store,190604,159865
76,187825,10.4,2,1.5,9,8,47,4,142021,72749,1,4,6,10,2,1,2,8,5,4,3,Male,Tier 3,Store,214770,118553
22,242738,5.9,6,1.8,3,8,29,3,88858,129586,9,7,4,9,7,10,8,10,4,6,10,Other,Tier 2,Store,218444,283466
72,228669,8.4,1,2.5,7,8,9,8,108393,105704,2,7,7,6,9,2,1,5,9,2,5,Female,Tier 3,Store,214097,225980
45,102829,6.7,14,1.8,6,2,33,0,32703,125485,3,6,3,6,8,2,7,9,6,5,5,Male,Tier 3,Store,158188,195611
70,147633,5.3,12,3,2,5,12,9,67041,82090,10,3,5,4,1,8,7,9,8,2,1,Female,Tier 3,Store,149131,162682
56,68205,2.1,9,2.1,6,5,38,11,76574,146468,9,2,1,8,10,8,1,10,4,6,2,Male,Tier 2,Store,223042,138099
62,121948,3.5,5,0.5,3,4,12,11,124966,1799,6,1,1,9,6,9,10,5,4,4,4,Male,Tier 3,Online,126765,-1219
37,74810,8.4,7,0,2,8,24,14,9497,41323,7,6,1,1,4,6,2,10,7,9,7,Other,Tier 3,Store,50820,106636
41,128089,7.5,11,1.8,5,8,40,19,94779,61140,1,4,3,10,5,1,6,4,7,9,4,Other,Tier 2,Store,155919,94450
78,79482,7.2,10,2.7,5,9,33,1,138134,71119,4,6,6,3,4,5,8,10,4,5,9,Female,Tier 2,Store,209253,12467
44,84192,9.1,9,2.5,2,4,39,14,40531,53513,7,3,6,7,10,10,6,10,6,7,8,Other,Tier 2,Store,94044,97174
47,102154,4,9,1.1,3,1,39,2,33951,131561,5,5,3,8,2,6,2,2,3,4,7,Other,Tier 1,Store,165512,199764
75,101066,5.1,13,3.6,8,9,39,9,115195,75030,3,3,7,5,10,9,4,9,9,1,6,Other,Tier 1,Store,190225,60901
62,233480,5.2,7,2,5,1,33,1,43067,70860,1,1,6,6,2,1,2,6,6,10,2,Male,Tier 2,Store,113927,261273
44,174402,3.3,4,3.6,8,4,14,7,30324,58181,9,0,4,6,8,4,8,9,3,4,7,Female,Tier 2,Store,88505,202259
43,162211,4.4,4,3.7,10,10,2,0,8595,85607,6,9,4,10,5,3,8,2,1,9,5,Male,Tier 1,Store,94202,239223
24,143514,3.9,7,3.6,4,1,45,14,102397,4656,5,1,2,9,5,6,5,9,4,3,7,Other,Tier 3,Store,107053,45773
59,47977,2.9,8,3.3,4,3,21,3,85347,144802,3,5,3,9,9,2,10,5,5,6,5,Other,Tier 1,Store,230149,107432
64,19983,4.2,7,1,6,3,33,2,147671,145246,10,8,7,8,9,9,4,6,9,7,4,Female,Tier 2,Store,292917,17558
70,185981,5.9,11,2.2,10,7,4,12,40905,44797,3,8,6,3,9,3,9,2,6,7,5,Other,Tier 2,Store,85702,189873
76,210552,9.6,14,4.4,5,3,40,9,87408,25106,2,8,1,8,3,2,3,1,8,8,2,Male,Tier 3,Online,112514,148250
55,64029,4,14,2.2,5,6,21,1,41342,142086,7,9,1,10,6,5,3,6,8,1,6,Male,Tier 1,Store,183428,164773
22,167401,8.1,10,0.5,9,10,28,18,14242,138555,4,4,5,5,9,9,2,7,1,8,3,Male,Tier 2,Store,152797,291714
40,137668,6.4,4,3.4,6,4,7,18,99555,131899,4,7,6,7,9,6,8,4,9,10,1,Female,Tier 1,Store,231454,170012
45,182806,6.9,4,3.2,3,6,33,13,75548,73067,8,7,6,10,10,6,5,4,7,10,6,Other,Tier 3,Store,148615,180325
51,57837,6.3,8,2.4,4,9,3,8,100227,65511,10,1,7,2,2,3,10,7,6,3,6,Female,Tier 3,Store,165738,23121
70,220426,2.3,12,2.1,9,7,24,18,102417,70836,3,6,4,4,8,5,1,4,10,3,6,Male,Tier 3,Store,173253,188845
32,222526,3.9,14,2.8,6,1,49,19,22975,140197,9,1,3,4,2,1,7,3,5,9,4,Male,Tier 1,Store,163172,339748
49,132512,7.1,9,3.5,8,8,22,16,23778,117193,7,7,7,8,7,3,9,8,2,3,9,Other,Tier 2,Store,140971,225927
43,81786,6.1,7,2.6,7,4,24,4,86960,31920,8,2,2,10,9,2,7,3,4,4,3,Female,Tier 2,Store,118880,26746
65,19758,2.7,12,3.3,1,8,33,1,55844,45780,5,7,2,7,8,2,2,9,9,9,7,Male,Tier 3,Store,101624,9694
48,117667,5.6,14,4.7,1,3,43,6,123213,94219,1,3,7,8,3,8,7,6,4,7,2,Male,Tier 3,Store,217432,88673
36,213771,7.2,13,2.1,10,10,5,1,95181,24614,10,4,1,5,6,5,6,2,4,8,6,Male,Tier 2,Online,119795,143204
26,123119,3.5,14,6,7,5,33,11,69439,27874,6,5,4,7,10,10,5,1,9,9,8,Female,Tier 2,Hybrid,97313,81554
46,115157,5.2,3,4.9,2,3,20,13,101149,132254,8,0,7,4,6,9,7,4,10,2,6,Male,Tier 1,Store,233403,146262
71,97673,9,12,1.9,9,3,43,6,135730,72422,10,5,5,6,2,10,5,3,3,9,7,Other,Tier 3,Store,208152,34365
78,112639,7.2,10,5.2,10,3,29,13,118610,59103,5,9,7,7,7,7,10,2,4,8,2,Other,Tier 1,Store,177713,53132
75,167904,9.2,1,1.8,9,4,2,11,16397,112244,8,0,1,8,8,3,5,9,5,4,10,Female,Tier 2,Store,128641,263751
68,147940,5.2,5,5.7,2,3,14,15,71577,144323,2,0,4,1,6,1,6,5,8,7,8,Other,Tier 3,Store,215900,220686
56,129869,8.2,6,2.2,9,2,20,13,126905,12695,8,5,2,9,7,7,1,2,2,7,5,Other,Tier 2,Online,139600,15659
21,196737,3.9,11,3.2,9,6,18,3,78901,57523,7,8,1,4,4,3,9,6,10,8,10,Male,Tier 2,Store,136424,175359
79,187934,7.7,9,3.1,10,1,18,13,116558,69411,7,9,7,5,9,2,10,7,3,7,2,Female,Tier 2,Store,185969,140787
20,34728,4.6,5,2,6,5,48,0,44453,11150,10,4,3,4,2,2,8,2,6,2,3,Male,Tier 3,Online,55603,1425
73,118542,6.9,1,3.1,5,6,45,9,45309,85061,9,9,5,10,5,1,5,6,9,7,5,Male,Tier 1,Store,130370,158294
46,108565,7,11,4,10,1,33,2,65468,107327,10,8,6,1,2,5,10,10,3,2,4,Female,Tier 2,Store,172795,150424
69,185929,7.4,11,2.6,2,1,13,14,87031,94521,9,3,3,5,5,5,8,6,10,4,10,Male,Tier 3,Store,181552,193419
28,174255,4,4,2.8,6,7,3,12,75635,117678,2,6,4,6,9,8,1,3,10,3,3,Other,Tier 2,Store,193313,216298
50,234393,6.6,2,3.6,9,6,30,7,119130,32372,3,1,4,2,1,10,6,2,2,3,5,Female,Tier 2,Online,151502,147635
55,165012,6.1,4,1.1,3,9,45,1,108366,142580,3,5,7,5,4,7,6,9,6,10,7,Male,Tier 1,Store,250946,199226
75,140019,8.5,14,2.6,3,4,10,19,143236,25231,9,6,2,9,10,5,6,7,10,10,2,Female,Tier 1,Store,168467,22014
28,151352,4.7,7,4.1,4,3,43,8,109666,63015,10,9,7,5,6,6,1,5,8,10,2,Other,Tier 1,Store,172681,104701
44,117548,3.4,9,2.1,10,6,44,10,144377,132361,4,7,4,8,4,9,7,9,4,4,1,Female,Tier 1,Store,276738,105532
50,148236,2.7,12,3.3,4,8,10,1,104656,8568,5,6,4,8,4,3,3,7,1,3,5,Male,Tier 1,Online,113224,52148
38,136289,5.4,3,0.3,1,5,48,7,15594,49091,2,6,4,1,1,10,5,3,4,7,6,Other,Tier 3,Store,64685,169786
56,238796,5.1,3,2.6,2,3,3,8,124417,109311,7,1,2,6,1,9,1,2,3,1,5,Male,Tier 2,Store,233728,223690
48,144068,5.4,11,2.3,6,3,15,11,57215,105370,1,4,7,7,3,4,9,6,8,5,6,Other,Tier 3,Store,162585,192223
55,94624,5.4,4,2.6,5,1,37,18,123451,84776,3,7,4,8,10,3,1,7,2,5,7,Other,Tier 3,Store,208227,55949
63,164477,8.8,7,2.3,10,6,5,14,105273,10397,5,1,7,1,4,1,1,9,3,7,7,Other,Tier 1,Store,115670,69601
19,17821,5.7,6,4.1,4,10,17,3,52970,30773,9,2,5,6,7,6,8,9,2,1,8,Other,Tier 1,Store,83743,-4376
44,70090,8.3,14,1.3,10,7,24,9,68932,116672,5,6,7,2,7,7,7,8,7,9,6,Female,Tier 2,Store,185604,117830
53,168588,6.8,5,2,9,9,23,12,24938,130239,6,1,4,2,1,1,9,2,1,9,1,Male,Tier 2,Store,155177,273889
28,156545,4.2,4,1.5,2,6,38,7,132576,116770,8,7,4,8,9,1,3,2,8,7,4,Other,Tier 3,Store,249346,140739
64,61454,6,12,0.8,8,8,46,10,105514,30779,5,5,4,1,2,5,10,9,7,2,3,Female,Tier 3,Store,136293,-13281
35,188602,9.1,8,2.4,4,6,8,4,3668,84108,7,8,2,4,10,6,4,8,1,8,9,Male,Tier 3,Store,87776,269042
76,119273,8,12,1.3,9,2,36,14,62606,74669,9,0,1,3,1,8,1,5,8,7,4,Male,Tier 1,Store,137275,131336
18,223786,8.4,4,2.8,4,3,33,0,32177,88383,6,2,2,7,2,3,7,10,9,6,8,Other,Tier 1,Store,120560,279992
52,119472,7,3,2.9,2,1,33,16,35839,59041,4,8,4,8,10,6,3,7,9,4,6,Female,Tier 1,Store,94880,142674
52,238626,5,7,2.7,6,5,39,11,78296,76613,9,4,5,8,8,3,5,10,7,1,9,Male,Tier 1,Store,154909,236943
48,228705,9.3,2,3.3,9,6,39,3,52706,122907,3,4,5,5,5,3,3,7,6,6,7,Other,Tier 2,Store,175613,298906
45,225704,7.1,4,0,7,6,36,6,34934,98395,3,8,7,3,1,1,10,7,3,10,4,Other,Tier 3,Store,133329,289165
56,215153,7.9,8,4.4,1,2,27,10,42231,130935,10,5,5,3,1,9,6,5,10,5,2,Other,Tier 3,Store,173166,303857
18,170870,6.2,4,2.4,9,1,49,11,22274,72731,2,0,2,9,3,4,6,5,5,5,6,Other,Tier 3,Store,95005,221327
42,146935,3.9,10,3.4,6,7,47,15,40655,129360,6,0,4,8,2,5,10,5,4,1,5,Female,Tier 3,Store,170015,235640
60,31148,6.8,12,1.2,9,4,10,17,115746,116725,2,6,5,4,6,4,6,6,1,2,8,Female,Tier 1,Store,232471,32127
55,101545,9.4,7,0.8,2,9,13,13,65675,133348,2,0,4,5,2,4,3,4,4,4,3,Female,Tier 3,Store,199023,169218
37,69459,7.6,2,3.2,7,8,25,14,68025,110335,3,0,5,1,10,9,8,9,5,1,4,Male,Tier 2,Store,178360,111769
20,229417,7.1,11,3.4,8,6,7,16,99024,115872,3,7,4,2,5,6,5,2,6,5,3,Male,Tier 3,Store,214896,246265
68,99224,4.3,5,0.9,8,10,27,1,100227,18524,2,3,7,10,7,3,1,2,6,5,9,Male,Tier 2,Online,118751,17521
19,81189,9,12,3.3,5,3,19,2,126784,20614,2,5,7,8,3,7,2,4,3,1,6,Female,Tier 1,Online,147398,-24981
35,154201,8.7,13,3.4,7,8,24,4,65982,17506,6,0,4,9,4,8,10,6,5,9,5,Other,Tier 2,Online,83488,105725
79,106954,2.4,4,3.3,7,10,9,0,91861,107270,8,8,1,1,10,4,7,8,5,6,8,Female,Tier 2,Store,199131,122363
61,38118,7.9,9,2.7,3,1,10,9,95276,82125,10,6,1,3,10,7,3,3,10,7,6,Other,Tier 1,Store,177401,24967
78,146515,5.5,7,2.9,2,9,25,14,99034,129864,10,7,6,5,9,5,2,2,1,7,2,Male,Tier 1,Store,228898,177345
27,173113,6.6,14,4.7,5,10,22,9,111281,86471,4,1,3,4,7,3,2,6,2,3,3,Other,Tier 2,Store,197752,148303
22,104379,4.4,9,1.7,4,9,18,3,10897,65303,4,1,2,2,9,10,1,2,9,1,3,Other,Tier 3,Store,76200,158785
26,36053,6.2,11,3.6,8,10,17,12,26626,43437,6,7,1,3,10,7,6,10,2,9,9,Male,Tier 2,Store,70063,52864
19,111384,3.8,13,3,5,8,49,15,55015,136406,5,8,6,1,2,5,9,4,5,2,2,Other,Tier 3,Store,191421,192775
51,249482,4.4,13,0.7,9,10,18,9,111109,45149,4,9,3,4,7,3,8,2,3,1,9,Other,Tier 2,Store,156258,183522
77,183276,7,10,0.6,7,4,38,1,23952,69503,5,2,2,7,1,8,8,7,2,2,1,Female,Tier 3,Store,93455,228827
55,132545,4.5,7,2.7,1,9,39,7,89901,91539,9,9,3,8,2,7,3,2,9,9,2,Female,Tier 1,Store,181440,134183
78,188312,6.9,2,0.4,2,9,14,13,50384,89776,5,7,3,7,5,2,8,1,5,4,8,Male,Tier 3,Store,140160,227704
48,247415,6.2,12,0,8,10,15,4,12880,82619,7,7,2,5,4,4,2,3,9,6,10,Other,Tier 1,Store,95499,317154
27,141675,10.8,2,6,10,5,19,17,104505,131906,1,4,5,4,2,6,5,5,1,4,6,Male,Tier 1,Store,236411,169076
67,108749,4.7,2,1.2,8,6,18,7,139481,93468,3,7,5,5,7,2,10,8,9,5,5,Other,Tier 2,Store,232949,62736
29,207174,5.3,5,3.7,2,7,10,11,29515,94809,6,3,3,5,10,8,1,8,3,7,9,Other,Tier 3,Store,124324,272468
53,154363,4.6,1,2.8,7,9,6,17,35832,26563,6,4,6,5,6,6,6,4,2,10,8,Female,Tier 1,Store,62395,145094
71,31285,8.9,13,5.5,8,7,18,12,128476,22882,1,9,4,1,8,1,7,10,4,3,7,Female,Tier 2,Store,151358,-74309
38,238494,6.2,7,5,4,1,23,4,4030,61658,2,3,6,7,3,3,6,10,10,2,5,Other,Tier 2,Store,65688,296122
66,76589,5.7,2,3.2,3,9,30,10,27702,100897,4,5,6,4,2,9,10,3,6,3,3,Female,Tier 1,Store,128599,149784
64,28944,7.5,4,0.7,10,6,47,2,30672,131148,3,4,4,5,8,9,1,2,2,2,6,Female,Tier 1,Store,161820,129420
23,116041,4.3,9,4.5,9,2,7,15,123509,14257,8,5,3,1,10,10,9,6,6,10,8,Female,Tier 2,Store,137766,6789
65,103876,3.3,8,0.9,2,10,49,7,5200,101987,5,9,1,9,7,5,9,2,5,10,1,Other,Tier 2,Store,107187,200663
66,110561,6.6,10,3.9,3,9,23,16,86552,136852,5,6,1,10,6,5,10,4,4,5,10,Female,Tier 2,Store,223404,160861
20,69391,6.3,2,1.2,8,1,7,5,123420,22609,6,2,4,7,4,7,2,6,3,8,8,Female,Tier 1,Store,146029,-31420
27,16607,4.5,14,1.9,2,5,12,12,9751,95404,6,7,1,1,2,4,6,10,6,4,3,Female,Tier 2,Store,105155,102260
22,17953,6.7,4,5.5,5,9,9,16,85697,87775,4,1,3,2,4,8,6,3,5,9,9,Male,Tier 2,Store,173472,20031
63,59941,9.7,4,2.8,10,1,18,2,56682,9109,10,4,1,8,3,8,3,2,10,7,4,Male,Tier 1,Online,65791,12368
43,217541,6.9,2,1.5,8,2,49,12,5198,18714,2,8,7,8,3,7,6,10,4,1,5,Female,Tier 3,Store,23912,231057
78,222994,2,2,2.2,7,7,22,7,3334,24813,10,9,4,2,3,10,2,7,10,2,1,Other,Tier 2,Store,28147,244473
38,76683,8.8,5,2.8,4,10,41,7,31974,148808,4,9,6,7,3,4,1,9,9,8,2,Female,Tier 2,Store,180782,193517
62,216290,10,11,1.4,10,2,32,18,37696,54449,6,6,5,10,10,1,5,8,9,8,3,Male,Tier 2,Store,92145,233043
43,124588,7.1,4,3.3,9,9,29,9,52624,1963,7,3,4,1,10,3,2,10,9,9,1,Other,Tier 3,Online,54587,73927
55,137080,6.3,8,1.4,2,9,29,14,41446,38882,4,1,6,6,7,1,10,9,4,5,1,Female,Tier 2,Store,80328,134516
61,26154,2.9,4,0,7,10,28,6,45819,79768,9,8,5,2,3,7,3,2,5,2,8,Other,Tier 1,Store,125587,60103
43,140542,4.3,8,2.2,7,8,36,17,4784,122027,8,1,4,9,2,1,10,5,9,3,10,Male,Tier 1,Store,126811,257785
25,155119,5.4,14,1.7,7,2,34,0,148651,82458,7,8,1,6,5,8,5,7,10,4,10,Male,Tier 2,Store,231109,88926
22,103529,4.5,5,2.7,7,10,8,12,123501,55762,7,8,1,1,1,5,7,10,6,2,10,Other,Tier 2,Store,179263,35790
79,221946,5,1,2.2,5,3,7,16,58817,92876,1,1,4,4,7,5,9,2,8,5,10,Female,Tier 1,Store,151693,256005
32,29323,6.2,14,3.6,1,3,47,18,54394,22325,9,1,7,6,9,1,7,10,6,3,2,Male,Tier 2,Store,76719,-2746
76,52693,4.6,14,3.4,4,8,24,1,96183,119126,7,1,5,2,8,1,10,3,6,2,3,Female,Tier 3,Store,215309,75636
33,204802,9,9,0,5,8,41,7,117860,95331,9,9,3,10,2,2,4,9,6,10,6,Male,Tier 2,Store,213191,182273
18,104170,6.1,8,2.4,10,6,45,10,4488,93275,9,6,1,7,6,3,9,3,9,10,9,Other,Tier 1,Store,97763,192957
33,172364,7,1,1.9,4,7,36,11,31776,77817,8,1,6,10,6,1,5,2,8,8,5,Male,Tier 2,Store,109593,218405
54,60111,7,12,2.1,7,1,37,2,7295,146781,7,4,4,5,6,1,2,2,2,1,3,Other,Tier 3,Store,154076,199597
20,221525,6.8,3,0.2,2,8,7,4,114046,54849,2,0,3,3,8,1,6,6,7,4,2,Female,Tier 1,Store,168895,162328
69,221753,6.1,3,0,2,7,25,11,30936,111462,6,7,4,8,10,2,5,3,8,8,1,Female,Tier 2,Store,142398,302279
64,241325,8,5,4.4,2,5,10,0,39965,124823,10,8,1,6,7,8,9,1,5,1,6,Male,Tier 3,Store,164788,326183
48,54491,8.4,7,2.2,10,5,39,10,94709,41777,7,6,2,9,5,1,4,3,10,5,10,Female,Tier 2,Store,136486,1559
30,64336,1.9,1,2.9,3,2,22,2,43862,18783,1,3,5,3,1,8,10,4,9,2,2,Female,Tier 3,Store,62645,39257
73,31905,3.1,1,1.6,5,1,31,19,16550,92261,1,2,5,10,10,6,3,3,8,5,1,Male,Tier 1,Store,108811,107616
33,45273,4.9,10,0.6,10,9,44,9,138003,45194,2,0,1,6,1,5,6,4,9,5,6,Female,Tier 2,Store,183197,-47536
72,140191,3.8,13,1.8,9,10,0,12,76989,98115,4,9,5,7,9,9,3,7,6,7,2,Other,Tier 1,Store,175104,161317
60,130936,4.5,6,1.2,3,3,48,18,16895,35916,9,5,4,1,4,1,2,8,7,7,7,Male,Tier 3,Store,52811,149957
38,172306,5.1,14,3.3,6,5,47,12,136034,24670,7,8,3,7,1,1,5,6,10,10,9,Other,Tier 3,Store,160704,60942
19,224957,5.5,5,2.9,6,8,8,19,21280,121798,8,3,6,1,4,10,5,4,1,4,8,Other,Tier 2,Store,143078,325475
71,81538,3,12,3.4,6,7,39,13,43988,81053,3,1,6,10,6,4,7,3,10,5,7,Male,Tier 3,Store,125041,118603
44,119570,5.2,12,3,5,7,27,9,25044,149683,7,4,3,4,2,9,8,2,7,2,3,Other,Tier 3,Store,174727,244209
55,178645,8.8,13,0,2,10,32,16,36921,127116,8,1,3,3,5,4,7,2,9,9,8,Male,Tier 3,Store,164037,268840
43,108339,5.5,3,2,1,10,31,5,92947,3950,4,5,4,8,1,9,7,7,7,3,4,Other,Tier 1,Online,96897,19342
75,136132,7.2,13,1.4,5,10,7,4,71798,17284,2,0,4,3,8,9,1,1,1,3,5,Male,Tier 2,Online,89082,81618
79,210392,5.9,3,2.7,8,4,36,13,60952,89677,9,2,2,8,9,9,7,3,1,9,9,Other,Tier 3,Store,150629,239117
76,143993,6.2,4,1.6,10,10,17,13,19553,104441,4,3,5,4,1,2,2,5,10,1,8,Other,Tier 1,Store,123994,228881
55,26330,5.8,13,2.9,5,4,6,4,30531,67454,8,6,3,10,1,3,6,6,5,8,9,Female,Tier 1,Store,97985,63253
63,238112,7.5,11,3,3,10,17,19,112375,101184,1,9,1,6,6,1,1,3,3,5,1,Male,Tier 3,Store,213559,226921
42,226588,4.4,10,2.2,3,6,47,10,103920,56835,10,4,4,8,7,6,7,2,1,1,4,Other,Tier 2,Store,160755,179503
28,87553,6.3,2,2.9,2,10,11,4,131307,120137,2,4,1,10,6,6,1,9,7,6,2,Male,Tier 2,Store,251444,76383
25,187425,4.8,13,3,7,4,3,18,80286,30039,5,5,4,8,3,8,4,5,2,3,7,Male,Tier 2,Store,110325,137178
25,162083,7.3,9,2.7,2,7,12,14,52510,109523,8,9,1,8,6,1,9,2,3,4,5,Other,Tier 2,Store,162033,219096
50,98537,3.8,13,3,6,2,10,16,51670,36918,6,3,7,3,10,9,4,4,8,3,9,Male,Tier 3,Store,88588,83785
70,75985,7.3,12,3.4,8,7,15,16,139809,26510,6,3,5,6,3,9,9,1,4,7,3,Male,Tier 3,Hybrid,166319,-37314
24,32044,6.4,4,2,8,3,43,2,132502,2627,4,4,7,8,6,6,10,2,8,3,2,Other,Tier 1,Online,135129,-97831
55,184364,3.5,10,1.5,2,8,13,18,145387,57833,10,6,3,8,1,9,10,2,4,10,10,Male,Tier 2,Store,203220,96810
38,137304,9.5,3,3,6,5,15,4,97154,32214,10,2,5,7,4,3,9,4,5,3,5,Female,Tier 1,Store,129368,72364
25,151322,7.1,10,1.7,3,9,21,7,87910,120261,3,7,1,6,4,4,8,8,5,10,2,Other,Tier 1,Store,208171,183673
68,38289,3.8,11,2.5,9,4,17,0,108778,118679,9,8,7,8,8,10,9,3,10,10,7,Female,Tier 2,Store,227457,48190
71,48087,6.3,7,2.3,3,5,39,13,46403,100038,1,0,4,9,1,4,4,4,3,8,9,Female,Tier 1,Store,146441,101722
38,90952,2.7,13,4.7,1,1,24,9,141752,49242,4,6,4,9,7,5,3,1,3,8,5,Male,Tier 2,Store,190994,-1558
73,236767,2.6,9,3.5,9,3,34,7,100591,98376,10,2,1,4,4,1,6,5,7,3,3,Male,Tier 1,Store,198967,234552
37,51368,8.4,12,4.1,8,4,6,0,36481,24345,5,6,4,6,2,3,8,6,9,7,2,Other,Tier 2,Store,60826,39232
25,135648,3.6,13,3,2,9,19,4,90058,84635,9,9,4,4,1,10,2,7,7,5,7,Other,Tier 2,Store,174693,130225
75,85815,7.6,2,2.9,10,8,26,18,55543,133776,5,5,6,3,5,2,6,4,9,7,7,Female,Tier 2,Store,189319,164048
63,105693,8.3,14,3,10,2,28,6,90982,61584,5,4,6,7,2,6,4,10,5,9,2,Other,Tier 1,Store,152566,76295
48,207112,4,6,1.9,3,6,9,4,106362,147539,6,8,3,9,9,5,1,1,9,3,10,Other,Tier 1,Store,253901,248289
67,73900,10.2,5,1,7,4,10,1,9334,17688,5,4,3,7,5,10,2,6,6,5,10,Male,Tier 2,Online,27022,82254
74,30494,6.2,1,3.3,6,5,19,14,16915,37602,1,3,5,10,10,8,9,1,5,8,10,Male,Tier 3,Store,54517,51181
46,131486,6.1,11,3.2,8,10,32,0,61623,21826,7,0,6,4,4,7,2,5,8,9,9,Female,Tier 2,Online,83449,91689
65,191238,4,7,4.4,10,9,42,9,92126,131789,1,5,2,10,6,1,3,2,8,9,7,Other,Tier 2,Store,223915,230901
26,237182,4,1,3.6,5,4,36,5,64389,124593,1,2,6,4,1,4,8,8,7,5,6,Female,Tier 2,Store,188982,297386
32,171405,1.6,10,1.9,5,5,12,5,95185,28944,1,0,4,9,9,8,10,6,6,9,9,Male,Tier 3,Store,124129,105164
47,48050,4.4,9,1.1,2,7,15,13,27622,110775,8,5,6,6,7,1,8,10,9,1,8,Other,Tier 1,Store,138397,131203
43,112799,8.3,4,3,6,7,10,7,13470,94293,4,1,2,9,5,2,9,5,6,5,6,Female,Tier 3,Store,107763,193622
27,146016,4,14,2.5,5,6,4,17,49091,89941,5,1,7,2,3,3,5,10,4,6,1,Male,Tier 1,Store,139032,186866
46,244147,4.1,8,1.8,9,3,37,4,57191,104923,5,3,4,2,8,10,5,1,1,3,1,Female,Tier 2,Store,162114,291879
71,225638,3.4,1,3.2,3,1,2,13,104849,59832,2,5,2,7,9,9,6,7,8,4,3,Male,Tier 3,Store,164681,180621
33,103257,3.3,5,1,5,9,1,9,63346,20391,2,2,3,9,7,3,9,8,4,9,7,Male,Tier 2,Store,83737,60302
53,63070,7.8,3,1.7,3,6,37,8,133020,61206,3,5,1,7,7,9,2,8,3,9,1,Female,Tier 3,Store,194226,-8744
37,20166,3.6,4,6,9,3,9,2,118682,113891,4,9,5,2,2,1,1,10,3,9,9,Female,Tier 1,Store,232573,15375
62,153193,5.7,12,1.2,9,1,5,5,126936,100402,6,2,6,6,8,3,7,8,9,5,6,Other,Tier 2,Store,227338,126659
71,160749,5.3,4,3.1,10,6,20,6,57917,57120,7,6,7,3,3,8,3,6,3,5,7,Male,Tier 2,Store,115037,159952
54,202633,7.9,8,3.8,7,3,30,18,80524,107060,3,9,7,2,7,6,5,10,3,4,7,Male,Tier 1,Store,187584,229169
39,242849,4.3,10,3.6,1,1,33,14,77182,143852,3,5,7,2,7,1,5,9,5,1,1,Female,Tier 2,Store,221034,309519
24,227981,5.1,10,3.4,9,5,48,1,75119,39895,7,2,5,6,10,7,2,4,9,10,5,Female,Tier 1,Store,115014,192757
40,102409,3.8,13,3.1,9,1,31,13,95113,66599,1,0,7,6,3,7,3,3,8,6,6,Female,Tier 2,Store,161712,73895
58,52664,4.7,3,2.5,10,3,28,13,30343,49712,1,9,3,7,7,10,9,4,3,7,1,Other,Tier 2,Store,80055,72033
57,144926,4.2,1,4.4,5,3,0,11,142834,143313,4,4,5,10,10,9,10,3,10,3,4,Other,Tier 2,Store,286147,145405
46,16293,5.7,5,4.3,2,6,32,17,5572,23830,1,7,3,7,10,8,2,2,9,9,7,Other,Tier 1,Store,29402,34551
33,168515,9.2,2,3.8,1,4,37,5,62274,122880,8,9,1,10,1,7,10,9,2,3,2,Male,Tier 2,Store,185154,229121
55,64212,5.6,13,4.6,2,8,16,1,28863,104820,10,1,5,10,9,8,3,2,1,1,5,Female,Tier 3,Store,133683,140169
45,230203,8.3,11,3.7,4,3,33,0,118645,80960,6,5,4,5,1,2,2,5,7,10,10,Male,Tier 2,Store,199605,192518
65,90276,7.9,13,2.1,4,8,48,10,1910,33301,6,6,5,4,7,9,4,1,6,4,1,Female,Tier 3,Online,35211,121667
55,27559,5.9,14,1.6,1,7,15,14,16159,37982,5,1,2,5,1,4,8,6,7,8,5,Female,Tier 2,Store,54141,49382
48,80231,7.9,6,3,8,2,6,5,30529,92904,9,3,5,2,7,1,6,10,1,7,6,Female,Tier 1,Store,123433,142606
31,123277,6.5,4,2.9,10,8,35,16,35351,127923,9,8,6,1,3,4,4,10,2,9,6,Male,Tier 1,Store,163274,215849
70,185116,3.1,9,3.1,8,1,12,7,113560,77310,3,1,7,9,3,9,4,7,5,9,7,Female,Tier 1,Store,190870,148866
50,36747,5.9,7,4.5,8,9,19,19,45542,112462,3,3,2,5,2,7,10,9,3,3,7,Other,Tier 2,Store,158004,103667
74,219581,6.4,2,2,5,7,3,17,83880,7504,7,0,4,3,6,1,9,1,6,2,8,Female,Tier 2,Online,91384,143205
